BirdtreeFormat,Family,O.C,Final.polygyny,Final.EPP,Syllable.rep.final,Syll.song.final,Song.rep.final,Duration.final,Interval.final,Song.rate,Continuity,EPPSourcedata
Petronia_petronia,Passeridae,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,57.1% EPB
Petronia_xanthocollis,Passeridae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pezopetes_capitalis,Passerellidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phacellodomus_maculipectus,Furnariidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phacellodomus_maculipectus,Furnariidae,NA,0,NA,NA,NA,NA,2.75,NA,NA,NA,NA
Phacellodomus_striaticollis,Furnariidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phainopepla_nitens,Bombycillidae,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Phainopepla_nitens,Bombycillidae,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0% EPB
Pheucticus_ludovicianus,Cardinalidae,NA,0,NA,19,NA,NA,NA,NA,NA,NA,NA
Pheucticus_ludovicianus,Cardinalidae,NA,0,NA,NA,10,NA,NA,NA,NA,NA,NA
Pheucticus_ludovicianus,Cardinalidae,NA,0,NA,NA,NA,19,NA,NA,NA,NA,NA
Pheucticus_ludovicianus,Cardinalidae,NA,0,NA,NA,NA,1000,NA,NA,NA,NA,NA
Pheucticus_ludovicianus,Cardinalidae,NA,0,NA,NA,NA,NA,3.7,NA,NA,NA,NA
Pheucticus_ludovicianus,Cardinalidae,NA,0,NA,NA,NA,NA,NA,10.5,NA,NA,NA
Pheucticus_ludovicianus,Cardinalidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pheucticus_melanocephalus,Cardinalidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pheucticus_melanocephalus,Cardinalidae,NA,0,NA,NA,NA,25,NA,NA,NA,NA,NA
Philetairus_socius,Ploceidae,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Philetairus_socius,Ploceidae,NA,0,0,NA,NA,NA,NA,NA,NA,NA,2.27% EPB
Phoenicurus_ochruros,Muscicapidae,0,NA,NA,5,NA,NA,NA,NA,NA,NA,NA
Phoenicurus_ochruros,Muscicapidae,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phoenicurus_phoenicurus,Muscicapidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phoenicurus_phoenicurus,Muscicapidae,NA,1,NA,NA,18,NA,NA,NA,NA,NA,NA
Phoenicurus_phoenicurus,Muscicapidae,NA,1,NA,NA,NA,200,NA,NA,NA,NA,NA
Pholidornis_rushiae,unknown,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pholidornis_rushiae,unknown,NA,0,NA,NA,NA,NA,2,NA,NA,NA,NA
Phyllastrephus_cabanisi,Pycnonotidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phyllastrephus_debilis,Pycnonotidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phyllastrephus_fischeri,Pycnonotidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phyllastrephus_flavostriatus,Pycnonotidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phyllastrephus_icterinus,Pycnonotidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phyllastrephus_terrestris,Pycnonotidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phyllastrephus_terrestris,Pycnonotidae,NA,0,NA,NA,NA,NA,NA,7,NA,NA,NA
Phylloscopus_bonelli,Phylloscopidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phylloscopus_bonelli,Phylloscopidae,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA
Phylloscopus_bonelli,Phylloscopidae,NA,0,NA,NA,NA,5,NA,NA,NA,NA,NA
Phylloscopus_bonelli,Phylloscopidae,NA,0,NA,NA,NA,NA,0.7,NA,NA,NA,NA
Phylloscopus_bonelli,Phylloscopidae,NA,0,NA,NA,NA,NA,NA,8,NA,NA,NA
Phylloscopus_collybita,Phylloscopidae,0,1,NA,2,NA,NA,NA,NA,NA,NA,NA
Phylloscopus_collybita,Phylloscopidae,0,1,NA,NA,2,NA,NA,NA,NA,NA,NA
Phylloscopus_collybita,Phylloscopidae,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA
Phylloscopus_collybita,Phylloscopidae,0,1,NA,NA,NA,NA,4,NA,NA,NA,NA
Phylloscopus_collybita,Phylloscopidae,0,1,NA,NA,NA,NA,NA,2.7,NA,NA,NA
Phylloscopus_collybita,Phylloscopidae,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phylloscopus_fuscatus,Phylloscopidae,1,1,1,18.6,NA,NA,NA,NA,NA,NA,NA
Phylloscopus_fuscatus,Phylloscopidae,1,1,1,25.3,NA,NA,NA,NA,NA,NA,NA
Phylloscopus_fuscatus,Phylloscopidae,1,1,1,27,NA,NA,NA,NA,NA,NA,NA
Phylloscopus_fuscatus,Phylloscopidae,1,1,1,NA,1.5,NA,NA,NA,NA,NA,NA
Phylloscopus_fuscatus,Phylloscopidae,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Phylloscopus_fuscatus,Phylloscopidae,1,1,1,NA,NA,NA,NA,NA,NA,NA,59% EPB
Phylloscopus_fuscatus,Phylloscopidae,1,1,1,NA,NA,NA,NA,NA,NA,NA, 45% EPP
Phylloscopus_humei,Phylloscopidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phylloscopus_nitidus,Phylloscopidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phylloscopus_ruficapilla,Phylloscopidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phylloscopus_sibilatrix,Phylloscopidae,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA
Phylloscopus_sibilatrix,Phylloscopidae,NA,1,0,NA,1.5,NA,NA,NA,NA,NA,NA
Phylloscopus_sibilatrix,Phylloscopidae,NA,1,0,NA,NA,2,NA,NA,NA,NA,NA
Phylloscopus_sibilatrix,Phylloscopidae,NA,1,0,NA,NA,NA,3,NA,NA,NA,NA
Phylloscopus_sibilatrix,Phylloscopidae,NA,1,0,NA,NA,NA,3.4,NA,NA,NA,NA
Phylloscopus_sibilatrix,Phylloscopidae,NA,1,0,NA,NA,NA,NA,4.6,NA,NA,NA
Phylloscopus_sibilatrix,Phylloscopidae,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0% EPP
Phylloscopus_sibilatrix,Phylloscopidae,NA,1,0,NA,NA,NA,NA,NA,NA,NA, 0% EPB
Phylloscopus_sindianus,Phylloscopidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phylloscopus_trochilus,Phylloscopidae,1,0,1,80,NA,NA,NA,NA,NA,NA,NA
Phylloscopus_trochilus,Phylloscopidae,1,0,1,29.7,NA,NA,NA,NA,NA,NA,NA
Phylloscopus_trochilus,Phylloscopidae,1,0,1,35.1,NA,NA,NA,NA,NA,NA,NA
Phylloscopus_trochilus,Phylloscopidae,1,0,1,NA,9,NA,NA,NA,NA,NA,NA
Phylloscopus_trochilus,Phylloscopidae,1,0,1,NA,NA,31,NA,NA,NA,NA,NA
Phylloscopus_trochilus,Phylloscopidae,1,0,1,NA,NA,NA,3.31,NA,NA,NA,NA
Phylloscopus_trochilus,Phylloscopidae,1,0,1,NA,NA,NA,NA,7.28,NA,NA,NA
Phylloscopus_trochilus,Phylloscopidae,1,0,1,NA,NA,NA,NA,NA,NA,NA,17.2% EPP
Phylloscopus_trochilus,Phylloscopidae,1,0,1,NA,NA,NA,NA,NA,NA,NA, 38.2% EPB
Phylloscopus_trochilus,Phylloscopidae,1,0,1,NA,NA,NA,NA,NA,NA,NA, 18.5% EPP
Phylloscopus_umbrovirens,Phylloscopidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pica_hudsonia,Corvidae,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Pica_hudsonia,Corvidae,NA,0,1,NA,NA,3,NA,NA,NA,NA,NA
Pica_hudsonia,Corvidae,NA,0,1,NA,NA,NA,NA,NA,NA,NA,Qualitative
Pica_nuttalli,Corvidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pica_pica,Corvidae,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Pica_pica,Corvidae,NA,0,1,NA,NA,NA,NA,NA,NA,NA,16.98% EPB
Pinicola_enucleator,Fringillidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pipilo_aberti,Passerellidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pipilo_aberti,Passerellidae,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Pipilo_chlorurus,Passerellidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pipilo_chlorurus,Passerellidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pipilo_erythrophthalmus,Passerellidae,0,0,NA,15,NA,NA,NA,NA,NA,NA,NA
Pipilo_erythrophthalmus,Passerellidae,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA
Pipilo_erythrophthalmus,Passerellidae,0,0,NA,NA,NA,7,NA,NA,NA,NA,NA
Pipilo_erythrophthalmus,Passerellidae,0,0,NA,NA,NA,6,NA,NA,NA,NA,NA
Pipilo_erythrophthalmus,Passerellidae,0,0,NA,NA,NA,NA,0.83,NA,NA,NA,NA
Pipilo_erythrophthalmus,Passerellidae,0,0,NA,NA,NA,NA,NA,4.39,NA,NA,NA
Pipilo_erythrophthalmus,Passerellidae,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pipilo_fuscus,Passerellidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pipilo_fuscus,Passerellidae,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Pipilo_fuscus,Passerellidae,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA
Pipilo_fuscus,Passerellidae,NA,NA,NA,NA,NA,NA,1.49,NA,NA,NA,NA
Pipilo_fuscus,Passerellidae,NA,NA,NA,NA,NA,NA,1.52,NA,NA,NA,NA
Pipilo_fuscus,Passerellidae,NA,NA,NA,NA,NA,NA,NA,10.4,NA,NA,NA
Pipilo_fuscus,Passerellidae,NA,NA,NA,NA,NA,NA,NA,11.6,NA,NA,NA
Pipilo_maculatus,Passerellidae,NA,0,NA,13,NA,NA,NA,NA,NA,NA,NA
Pipilo_maculatus,Passerellidae,NA,0,NA,NA,2,NA,NA,NA,NA,NA,NA
Pipilo_maculatus,Passerellidae,NA,0,NA,NA,NA,7.75,NA,NA,NA,NA,NA
Pipilo_maculatus,Passerellidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Piranga_ludoviciana,Cardinalidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Piranga_ludoviciana,Cardinalidae,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
Piranga_ludoviciana,Cardinalidae,NA,NA,NA,NA,NA,1000,NA,NA,NA,NA,NA
Piranga_olivacea,Cardinalidae,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Piranga_olivacea,Cardinalidae,NA,NA,1,NA,NA,100,NA,NA,NA,NA,NA
Piranga_olivacea,Cardinalidae,NA,NA,1,NA,NA,1000,NA,NA,NA,NA,NA
Piranga_olivacea,Cardinalidae,NA,NA,1,NA,NA,NA,2.75,NA,NA,NA,NA
Piranga_olivacea,Cardinalidae,NA,NA,1,NA,NA,NA,NA,9.5,NA,NA,NA
Piranga_olivacea,Cardinalidae,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,29% EPB
Piranga_rubra,Cardinalidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Piranga_rubra,Cardinalidae,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
Piranga_rubra,Cardinalidae,NA,NA,NA,NA,NA,1000,NA,NA,NA,NA,NA
Piranga_rubra,Cardinalidae,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA
Platysteira_castanea,Platysteiridae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Platysteira_chalybea,Platysteiridae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Platysteira_concreta,Platysteiridae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Platysteira_cyanea,Platysteiridae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Platysteira_peltata,Platysteiridae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plectrophenax_nivalis,Calcariidae,NA,0,1,7.46,NA,NA,NA,NA,NA,NA,NA
Plectrophenax_nivalis,Calcariidae,NA,0,1,NA,7.46,NA,NA,NA,NA,NA,NA
Plectrophenax_nivalis,Calcariidae,NA,0,1,NA,NA,1,NA,NA,NA,NA,NA
Plectrophenax_nivalis,Calcariidae,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Plectrophenax_nivalis,Calcariidae,NA,0,1,NA,NA,NA,NA,NA,NA,NA,20% EPP
Plocepasser_donaldsoni,Ploceidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plocepasser_mahali,Ploceidae,NA,0,NA,NA,NA,NA,100,NA,NA,NA,NA
Plocepasser_mahali,Ploceidae,NA,0,NA,NA,NA,NA,1000,NA,NA,NA,NA
Ploceus_alienus,Ploceidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_angolensis,Ploceidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_baglafecht,Ploceidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_benghalensis,Ploceidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_bertrandi,Ploceidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_bicolor,Ploceidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_capensis,Ploceidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_capensis,Ploceidae,NA,1,NA,NA,NA,NA,27,NA,NA,NA,NA
Ploceus_cucullatus,Ploceidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_galbula,Ploceidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_grandis,Ploceidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_heuglini,Ploceidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_intermedius,Ploceidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_jacksoni,Ploceidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_luteolus,Ploceidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_megarhynchus,Ploceidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_melanocephalus,Ploceidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_melanogaster,Ploceidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_nigerrimus,Ploceidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_nigricollis,Ploceidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_ocularis,Ploceidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_olivaceiceps,Ploceidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_pelzelni,Ploceidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_philippinus,Ploceidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_preussi,Ploceidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_princeps,Ploceidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_sanctithomae,Ploceidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_spekei,Ploceidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_superciliosus,Ploceidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_taeniopterus,Ploceidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_tricolor,Ploceidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_velatus,Ploceidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_vitellinus,Ploceidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_xanthops,Ploceidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ploceus_xanthopterus,Ploceidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poephila_acuticauda,Estrildidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polioptila_dumicola,unknown,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pomatostomus_temporalis,Pomatostomidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pooecetes_gramineus,Passerellidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pooecetes_gramineus,Passerellidae,NA,0,NA,NA,6.6,NA,NA,NA,NA,NA,NA
Pooecetes_gramineus,Passerellidae,NA,0,NA,NA,NA,6,NA,NA,NA,NA,NA
Pooecetes_gramineus,Passerellidae,NA,0,NA,NA,NA,6.4,NA,NA,NA,NA,NA
Pooecetes_gramineus,Passerellidae,NA,0,NA,NA,NA,NA,2.7,NA,NA,NA,NA
Prinia_gracilis,unknown,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prionodura_newtoniana,Ptilonorhynchidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prionodura_newtoniana,Ptilonorhynchidae,NA,1,NA,NA,NA,NA,1.5,NA,NA,NA,NA
Prionops_retzii,unknown,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Progne_subis,Hirundinidae,NA,0,1,10,NA,NA,NA,NA,NA,NA,NA
Progne_subis,Hirundinidae,NA,0,1,NA,10,NA,NA,NA,NA,NA,NA
Progne_subis,Hirundinidae,NA,0,1,NA,NA,1,NA,NA,NA,NA,NA
Progne_subis,Hirundinidae,NA,0,1,NA,NA,NA,3,NA,NA,NA,NA
Progne_subis,Hirundinidae,NA,0,1,NA,NA,NA,NA,17,NA,NA,NA
Progne_subis,Hirundinidae,NA,0,1,NA,NA,NA,NA,NA,NA,NA,22% EPP
Progne_subis,Hirundinidae,NA,0,1,NA,NA,NA,NA,NA,NA,NA, 24.39% EPB
Promerops_cafer,Promeropidae,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Promerops_cafer,Promeropidae,NA,0,1,NA,NA,NA,NA,NA,NA,NA,70.2% EPB
Promerops_gurneyi,unknown,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Protonotaria_citrea,Parulidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prunella_collaris,Prunellidae,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
Prunella_collaris,Prunellidae,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0% EPB
Prunella_modularis,Prunellidae,1,NA,0,48,NA,NA,NA,NA,NA,NA,NA
Prunella_modularis,Prunellidae,1,NA,0,NA,12,NA,NA,NA,NA,NA,NA
Prunella_modularis,Prunellidae,1,NA,0,NA,NA,4,NA,NA,NA,NA,NA
Prunella_modularis,Prunellidae,1,NA,0,NA,NA,NA,2.75,NA,NA,NA,NA
Prunella_modularis,Prunellidae,1,NA,0,NA,NA,NA,3,NA,NA,NA,NA
Prunella_modularis,Prunellidae,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
Prunella_modularis,Prunellidae,1,NA,0,NA,NA,NA,NA,NA,NA,NA,0.8% EPP
Prunella_modularis,Prunellidae,1,NA,0,NA,NA,NA,NA,NA,NA,NA, 2.2% EPB
Prunella_modularis,Prunellidae,1,NA,0,NA,NA,NA,NA,NA,NA,NA, 1-22% EPP
Psaltriparus_minimus,Aegithalidae,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
Psaltriparus_minimus,Aegithalidae,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0% EPP
Psarocolius_angustifrons,Icteridae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Psarocolius_angustifrons,Icteridae,NA,1,NA,NA,NA,NA,1.2,NA,NA,NA,NA
Psarocolius_atrovirens,Icteridae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Psarocolius_atrovirens,Icteridae,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA
Psarocolius_bifasciatus,Icteridae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Psarocolius_guatimozinus,Icteridae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Psarocolius_viridis,Icteridae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Psarocolius_viridis,Icteridae,NA,1,NA,NA,NA,NA,1.5,NA,NA,NA,NA
Psarocolius_wagleri,Icteridae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudonestor_xanthophrys,Fringillidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudonigrita_arnaudi,Ploceidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudonigrita_arnaudi,Ploceidae,NA,0,NA,NA,8.5,NA,NA,NA,NA,NA,NA
Pseudopodoces_humilis,Paridae,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Pseudopodoces_humilis,Paridae,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Qualitative
Pseudoseisura_cristata,Furnariidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoseisura_cristata,Furnariidae,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA
Pseudoseisura_lophotes,Furnariidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoseisura_lophotes,Furnariidae,NA,0,NA,NA,NA,NA,15,NA,NA,NA,NA
Psophodes_olivaceus,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pteridophora_alberti,Paradisaeidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ptilonorhynchus_violaceus,Ptilonorhynchidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ptilonorhynchus_violaceus,Ptilonorhynchidae,NA,1,NA,NA,3.6,NA,NA,NA,NA,NA,NA
Ptiloris_magnificus,Paradisaeidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pycnonotus_barbatus,Pycnonotidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pycnonotus_barbatus,Pycnonotidae,NA,0,NA,NA,NA,5.5,NA,NA,NA,NA,NA
Pycnonotus_barbatus,Pycnonotidae,NA,0,NA,NA,NA,NA,1.4,NA,NA,NA,NA
Pycnonotus_barbatus,Pycnonotidae,NA,0,NA,NA,NA,NA,NA,4.5,NA,NA,NA
Pycnonotus_capensis,Pycnonotidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pycnonotus_nigricans,Pycnonotidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pycnonotus_sinensis,Pycnonotidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pycnonotus_xanthopygos,Pycnonotidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pycnoptilus_floccosus,Acanthizidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pycnoptilus_floccosus,Acanthizidae,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
Pyrocephalus_rubinus,Tyrannidae,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Pyrocephalus_rubinus,Tyrannidae,NA,0,1,NA,NA,NA,NA,NA,NA,NA,94%/80% EPP
Pyrrhocorax_graculus,unknown,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pyrrhula_pyrrhula,Fringillidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quelea_cardinalis,Ploceidae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quelea_quelea,Ploceidae,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Quelea_quelea,Ploceidae,NA,0,1,NA,NA,NA,NA,NA,NA,NA,43.2% EPB
Quiscalus_lugubris,Icteridae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quiscalus_major,Icteridae,NA,1,NA,10,NA,NA,NA,NA,NA,NA,NA
Quiscalus_major,Icteridae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quiscalus_major,Icteridae,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quiscalus_mexicanus,Icteridae,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Quiscalus_mexicanus,Icteridae,NA,1,1,NA,NA,NA,NA,NA,NA,NA,37% EPP
Quiscalus_quiscula,Icteridae,NA,0,NA,3,NA,NA,NA,NA,NA,NA,NA
Quiscalus_quiscula,Icteridae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quiscalus_quiscula,Icteridae,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA
Ramphocelus_costaricensis,Thraupidae,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Ramphocelus_costaricensis,Thraupidae,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,55% EPB
Regulus_ignicapilla,Regulidae,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
Regulus_ignicapilla,Regulidae,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
Regulus_ignicapilla,Regulidae,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Regulus_ignicapilla,Regulidae,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
Regulus_ignicapilla,Regulidae,NA,NA,NA,NA,NA,NA,NA,5.5,NA,NA,NA
Regulus_ignicapilla,Regulidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Regulus_regulus,Regulidae,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA
Regulus_regulus,Regulidae,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA
Regulus_regulus,Regulidae,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Regulus_regulus,Regulidae,NA,NA,NA,NA,NA,NA,3.7,NA,NA,NA,NA
Regulus_regulus,Regulidae,NA,NA,NA,NA,NA,NA,NA,6.3,NA,NA,NA
Regulus_regulus,Regulidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Remiz_pendulinus,Remizidae,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
Remiz_pendulinus,Remizidae,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,7% EPP
Rhipidura_leucophrys,Rhipiduridae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhipidura_leucophrys,Rhipiduridae,NA,0,NA,NA,NA,3.5,NA,NA,NA,NA,NA
Rhodopechys_obsoletus,Fringillidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodopechys_sanguineus,Fringillidae,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
